ID;concentration;logk;logP_ACD;MW_ACD;PSA_ACD
598;0.3;-0.33278;2.46;383.39;66.46
598;0.4;-0.751;2.46;383.39;66.46
598;0.5;-1.2234;2.46;383.39;66.46
599;0.2;2.1682;5.6;349.56;23.47
599;0.3;1.143;5.6;349.56;23.47
599;0.4;0.34591;5.6;349.56;23.47
599;0.5;-0.21174;5.6;349.56;23.47
599;0.6;-0.72463;5.6;349.56;23.47
600;0.3;1.8074;2.3;358.17;54.12
600;0.4;1.1142;2.3;358.17;54.12
600;0.5;0.64152;2.3;358.17;54.12
600;0.6;0.29022;2.3;358.17;54.12
600;0.7;0.010465;2.3;358.17;54.12
600;0.8;-0.24509;2.3;358.17;54.12
601;0.05;1.4906;0.21;248.28;74.35
601;0.1;0.87114;0.21;248.28;74.35
601;0.2;0.1167;0.21;248.28;74.35
601;0.3;-0.30445;0.21;248.28;74.35
601;0.4;-0.67845;0.21;248.28;74.35
601;0.5;-0.90309;0.21;248.28;74.35
602;0.05;0.88757;-0.0211;297.74;135.12
602;0.1;0.56174;-0.0211;297.74;135.12
603;0.05;1.848;3.65;247.38;23.47
603;0.1;1.1934;3.65;247.38;23.47
603;0.2;0.3139;3.65;247.38;23.47
603;0.3;-0.31136;3.65;247.38;23.47
603;0.4;-0.71321;3.65;247.38;23.47
603;0.5;-1.2234;3.65;247.38;23.47
604;0.4;1.7015;3.72;402.44;102.29
604;0.5;1.0898;3.72;402.44;102.29
604;0.6;0.64037;3.72;402.44;102.29
604;0.7;0.28849;3.72;402.44;102.29
604;0.8;-0.0011722;3.72;402.44;102.29
605;0.05;2.0785;1.35;222.24;69.3
605;0.1;1.4366;1.35;222.24;69.3
605;0.2;0.59847;1.35;222.24;69.3
605;0.3;0.10309;1.35;222.24;69.3
605;0.4;-0.23896;1.35;222.24;69.3
605;0.5;-0.38636;1.35;222.24;69.3
606;0.05;0.4115;0.41;179.22;54.02
606;0.1;-0.10634;0.41;179.22;54.02
606;0.2;-0.63756;0.41;179.22;54.02
606;0.3;-0.88615;0.41;179.22;54.02
606;0.4;-1.0379;0.41;179.22;54.02
607;0.05;1.5715;2.32;275.09;64.4
607;0.1;1.1387;2.32;275.09;64.4
607;0.2;0.38477;2.32;275.09;64.4
607;0.3;-0.24593;2.32;275.09;64.4
607;0.4;-0.7433;2.32;275.09;64.4
608;0.3;1.5373;3.2;327.18;44.89
608;0.4;0.89735;3.2;327.18;44.89
608;0.5;0.46118;3.2;327.18;44.89
608;0.6;0.1343;3.2;327.18;44.89
609;0.2;2.1074;4.12;452.54;68.03
609;0.3;0.99676;4.12;452.54;68.03
609;0.4;-0.16113;4.12;452.54;68.03
610;0.3;1.6792;2.29;270.21;55.13
610;0.4;1.0973;2.29;270.21;55.13
610;0.5;0.66301;2.29;270.21;55.13
610;0.6;0.31843;2.29;270.21;55.13
611;0.05;0.8382;2.31;204.23;42.85
611;0.1;0.40186;2.31;204.23;42.85
611;0.2;-0.27231;2.31;204.23;42.85
611;0.3;-0.63186;2.31;204.23;42.85
612;0.05;0.84424;3.5;206.28;37.3
612;0.1;0.40309;3.5;206.28;37.3
612;0.2;-0.26618;3.5;206.28;37.3
612;0.3;-0.64692;3.5;206.28;37.3
613;0.05;0.88862;1.91;161.16;53.35
613;0.1;0.44967;1.91;161.16;53.35
613;0.2;-0.11803;1.91;161.16;53.35
613;0.3;-0.40608;1.91;161.16;53.35
613;0.4;-0.61033;1.91;161.16;53.35
614;0.05;0.35185;0.64;213.23;86.63
614;0.1;-0.13934;0.64;213.23;86.63
614;0.2;-0.73327;0.64;213.23;86.63
614;0.3;-1.2339;0.64;213.23;86.63
615;0.2;1.5427;3.54;394.48;40.62
615;0.3;0.64219;3.54;394.48;40.62
615;0.4;-0.045627;3.54;394.48;40.62
615;0.5;-0.43148;3.54;394.48;40.62
616;0.1;1.7013;3.61;325.44;43.7
616;0.2;0.70094;3.61;325.44;43.7
616;0.3;0.32293;3.61;325.44;43.7
617;0.05;1.7366;4.33;355.99;36.42
617;0.1;1.2119;4.33;355.99;36.42
617;0.2;0.43573;4.33;355.99;36.42
617;0.3;-0.17496;4.33;355.99;36.42
617;0.4;-0.64345;4.33;355.99;36.42
617;0.5;-0.96379;4.33;355.99;36.42
618;0.3;1.0669;3.02;404.24;61.8
618;0.4;0.42582;3.02;404.24;61.8
618;0.5;0.029648;3.02;404.24;61.8
619;0.3;1.9706;5.05;363.79;58.56
619;0.4;1.2161;5.05;363.79;58.56
619;0.5;0.70038;5.05;363.79;58.56
619;0.6;0.31155;5.05;363.79;58.56
619;0.7;0.010465;5.05;363.79;58.56
619;0.8;-0.23257;5.05;363.79;58.56
619;0.9;-0.30103;5.05;363.79;58.56
620;0.05;1.2633;2.2;234.34;32.34
620;0.1;0.78181;2.2;234.34;32.34
620;0.2;0.06127;2.2;234.34;32.34
620;0.3;-0.50041;2.2;234.34;32.34
620;0.4;-0.85687;2.2;234.34;32.34
621;0.05;0.45171;1.19;239.31;72.72
621;0.1;-0.075421;1.19;239.31;72.72
621;0.2;-0.77815;1.19;239.31;72.72
622;0.05;0.68679;0.72;307.09;83.55
622;0.1;0.20254;0.72;307.09;83.55
622;0.2;-0.47712;0.72;307.09;83.55
622;0.3;-1.015;0.72;307.09;83.55
623;0.3;2.0595;3.81;357.23;63.6
623;0.4;1.3449;3.81;357.23;63.6
623;0.5;0.84493;3.81;357.23;63.6
623;0.6;0.46472;3.81;357.23;63.6
623;0.7;0.16777;3.81;357.23;63.6
623;0.8;-0.089905;3.81;357.23;63.6
624;0.2;1.6301;2.68;255.27;59.3
624;0.3;0.92949;2.68;255.27;59.3
624;0.4;0.43102;2.68;255.27;59.3
624;0.5;0.09691;2.68;255.27;59.3
625;0.05;1.9017;2.46;351.35;72.88
625;0.1;1.0566;2.46;351.35;72.88
625;0.2;-0.048692;2.46;351.35;72.88
625;0.3;-0.66938;2.46;351.35;72.88
626;0.3;1.024;-2.25;263.4;29.1
626;0.4;-0.69206;-2.25;263.4;29.1
627;0.2;2.0363;3.9;382.88;42.43
627;0.3;1.0672;3.9;382.88;42.43
627;0.4;0.42189;3.9;382.88;42.43
627;0.5;0.022984;3.9;382.88;42.43
627;0.6;-0.2508;3.9;382.88;42.43
627;0.7;-0.42715;3.9;382.88;42.43
627;0.8;-0.5336;3.9;382.88;42.43
627;0.9;-0.42986;3.9;382.88;42.43
628;0.3;2.0168;3.56;307.43;58.56
628;0.4;1.3041;3.56;307.43;58.56
628;0.5;0.80294;3.56;307.43;58.56
628;0.6;0.27348;3.56;307.43;58.56
628;0.7;0.13948;3.56;307.43;58.56
628;0.8;-0.10399;3.56;307.43;58.56
628;0.9;-0.27068;3.56;307.43;58.56
629;0.6;1.515;6.73;399.55;81.56
629;0.7;1.3205;6.73;399.55;81.56
629;0.8;0.9245;6.73;399.55;81.56
629;0.9;0.54157;6.73;399.55;81.56
630;0.05;1.7309;2.12;179.26;35.25
630;0.1;1.2207;2.12;179.26;35.25
630;0.2;0.38917;2.12;179.26;35.25
630;0.3;-0.29099;2.12;179.26;35.25
630;0.4;-0.68658;2.12;179.26;35.25
631;0.05;1.3569;0.98;209.24;72.55
631;0.1;0.77952;0.98;209.24;72.55
631;0.2;-0.032686;0.98;209.24;72.55
631;0.3;-1.0057;0.98;209.24;72.55
632;0.05;0.83461;1.62;209.25;93.63
632;0.1;0.20049;1.62;209.25;93.63
632;0.2;-0.63827;1.62;209.25;93.63
632;0.3;-1.0057;1.62;209.25;93.63
633;0.05;2.0338;1.04;232.28;54.12
633;0.1;1.4789;1.04;232.28;54.12
633;0.2;0.71433;1.04;232.28;54.12
633;0.3;0.20058;1.04;232.28;54.12
633;0.4;-0.14739;1.04;232.28;54.12
633;0.5;-0.35397;1.04;232.28;54.12
633;0.6;-0.62396;1.04;232.28;54.12
634;0.05;1.6586;2.32;186.25;24.39
634;0.1;1.0555;2.32;186.25;24.39
634;0.2;0.23805;2.32;186.25;24.39
634;0.3;-0.41227;2.32;186.25;24.39
634;0.4;-0.76037;2.32;186.25;24.39
635;0.05;1.0049;1.32;190.24;51.04
635;0.1;0.49596;1.32;190.24;51.04
635;0.2;-0.30103;1.32;190.24;51.04
635;0.3;-0.83727;1.32;190.24;51.04
636;0.3;0.97036;3.69;497.59;83.73
636;0.4;0.080111;3.69;497.59;83.73
636;0.5;-0.55488;3.69;497.59;83.73
637;0.1;1.8059;2.89;326.82;35.16
637;0.2;0.82429;2.89;326.82;35.16
637;0.3;0.066786;2.89;326.82;35.16
637;0.4;-0.51963;2.89;326.82;35.16
638;0.05;1.5835;2.99;339.43;68.36
638;0.1;0.85182;2.99;339.43;68.36
638;0.2;-0.17718;2.99;339.43;68.36
638;0.3;-0.91336;2.99;339.43;68.36
639;0.2;1.9946;3.08;276.68;74.92
639;0.3;1.4249;3.08;276.68;74.92
639;0.4;0.93399;3.08;276.68;74.92
639;0.5;0.53895;3.08;276.68;74.92
639;0.6;0.056655;3.08;276.68;74.92
640;0.2;1.8517;3.62;402.44;132.17
640;0.3;1.0232;3.62;402.44;132.17
640;0.4;0.44501;3.62;402.44;132.17
640;0.5;0.047179;3.62;402.44;132.17
640;0.6;-0.37879;3.62;402.44;132.17
641;0.3;1.7945;2.56;456.49;161.39
641;0.4;1.0745;2.56;456.49;161.39
641;0.5;0.55853;2.56;456.49;161.39
641;0.6;0.0011818;2.56;456.49;161.39
641;0.7;-0.14052;2.56;456.49;161.39
641;0.8;-0.42132;2.56;456.49;161.39
641;0.9;-0.60555;2.56;456.49;161.39
642;0.05;2.0473;3;221.3;12.03
642;0.1;1.3665;3;221.3;12.03
642;0.2;0.39859;3;221.3;12.03
642;0.3;-0.29423;3;221.3;12.03
642;0.4;-0.751;3;221.3;12.03
643;0.3;1.1069;3.8;356.55;57.08
643;0.4;0.30625;3.8;356.55;57.08
643;0.5;-0.2508;3.8;356.55;57.08
643;0.6;-0.8657;3.8;356.55;57.08
644;0.2;1.7856;4.89;479.52;113.69
644;0.3;0.70442;4.89;479.52;113.69
644;0.4;-0.072232;4.89;479.52;113.69
644;0.5;-0.61528;4.89;479.52;113.69
645;0.05;0.061348;-0.00711;195.22;83.55
645;0.1;-0.51575;-0.00711;195.22;83.55
645;0.2;-1.4249;-0.00711;195.22;83.55
646;0.2;1.6776;4.36;277.4;12.03
646;0.3;0.69553;4.36;277.4;12.03
646;0.4;-0.040343;4.36;277.4;12.03
646;0.5;-0.58694;4.36;277.4;12.03
647;0.05;0.71715;-2.09;223.29;29.54
647;0.1;0.13181;-2.09;223.29;29.54
647;0.2;-0.57978;-2.09;223.29;29.54
647;0.3;-1.3757;-2.09;223.29;29.54
648;0.05;0.086605;-2.12;336.32;213.55
648;0.1;-0.37837;-2.12;336.32;213.55
648;0.2;-1.0447;-2.12;336.32;213.55
648;0.3;-1.301;-2.12;336.32;213.55
649;0.05;-1.8603;-1.24;219.2;159.55
650;0.2;2.1131;3.58;346.33;110.45
650;0.3;1.3524;3.58;346.33;110.45
650;0.4;0.80089;3.58;346.33;110.45
650;0.5;0.40475;3.58;346.33;110.45
650;0.6;-0.031912;3.58;346.33;110.45
650;0.7;-0.11678;3.58;346.33;110.45
650;0.8;-0.24832;3.58;346.33;110.45
651;0.05;0.88901;0.25;272.69;113.57
651;0.1;0.39732;0.25;272.69;113.57
651;0.2;-0.27875;0.25;272.69;113.57
652;0.05;0.4721;0.29;265.33;79.47
652;0.1;-0.08543;0.29;265.33;79.47
652;0.2;-0.85623;0.29;265.33;79.47
653;0.1;-0.18709;0.9;190.24;62.04
653;0.2;-0.88059;0.9;190.24;62.04
654;0.2;1.5006;3.35;434.51;48.91
654;0.3;0.59374;3.35;434.51;48.91
654;0.4;-0.08831;3.35;434.51;48.91
654;0.5;-0.52327;3.35;434.51;48.91
655;0.05;1.9755;1.8;256.34;92.42
655;0.1;1.3726;1.8;256.34;92.42
655;0.2;0.45029;1.8;256.34;92.42
655;0.3;-0.01977;1.8;256.34;92.42
656;0.05;1.5614;2.99;210.27;24.39
656;0.1;1.0164;2.99;210.27;24.39
656;0.2;0.21364;2.99;210.27;24.39
656;0.3;-0.40022;2.99;210.27;24.39
656;0.4;-0.86646;2.99;210.27;24.39
657;0.05;0.89248;1.78;327.37;70
657;0.1;0.24481;1.78;327.37;70
657;0.2;-0.55917;1.78;327.37;70
657;0.3;-1.3516;1.78;327.37;70
658;0.2;1.6488;2.69;334.41;86.71
658;0.3;0.90266;2.69;334.41;86.71
658;0.4;0.38739;2.69;334.41;86.71
658;0.5;0.038478;2.69;334.41;86.71
658;0.6;-0.32318;2.69;334.41;86.71
658;0.7;-0.45289;2.69;334.41;86.71
659;0.1;1.9548;2.21;365.83;103.87
659;0.2;1.3458;2.21;365.83;103.87
659;0.3;0.7124;2.21;365.83;103.87
659;0.4;0.26293;2.21;365.83;103.87
659;0.5;-0.067736;2.21;365.83;103.87
659;0.6;-0.43486;2.21;365.83;103.87
659;0.7;-0.56785;2.21;365.83;103.87
660;0.2;1.4238;1.09;419.41;184.64
660;0.3;0.61824;1.09;419.41;184.64
660;0.4;0.076276;1.09;419.41;184.64
660;0.5;-0.26364;1.09;419.41;184.64
660;0.6;-0.58558;1.09;419.41;184.64
661;0.05;1.7211;0.91;163.13;74.5
661;0.1;1.3458;0.91;163.13;74.5
661;0.2;0.80082;0.91;163.13;74.5
661;0.3;0.41707;0.91;163.13;74.5
661;0.4;0.11528;0.91;163.13;74.5
662;0.2;0.71452;2.38;413.42;75.69
662;0.3;-0.057019;2.38;413.42;75.69
662;0.4;-0.60555;2.38;413.42;75.69
662;0.5;-1.0595;2.38;413.42;75.69
663;0.4;1.4839;5.17;300.46;47.69
663;0.5;0.93351;5.17;300.46;47.69
663;0.7;0.18315;5.17;300.46;47.69
663;0.8;-0.078709;5.17;300.46;47.69
664;0.2;1.8471;5.07;331.45;20.31
664;0.3;0.93212;5.07;331.45;20.31
664;0.4;0.19852;5.07;331.45;20.31
664;0.5;-0.38282;5.07;331.45;20.31
665;0.2;2.158;4.46;282.22;62.22
665;0.3;1.6225;4.46;282.22;62.22
665;0.4;1.1449;4.46;282.22;62.22
665;0.5;0.74475;4.46;282.22;62.22
665;0.7;0.13895;4.46;282.22;62.22
665;0.8;-0.10948;4.46;282.22;62.22
666;0.05;1.1765;2.05;341.4;70
666;0.1;0.50958;2.05;341.4;70
666;0.2;-0.40398;2.05;341.4;70
666;0.3;-1.0448;2.05;341.4;70
667;0.05;1.6443;2.78;261.39;47.61
667;0.1;1.1313;2.78;261.39;47.61
667;0.2;0.41295;2.78;261.39;47.61
667;0.3;-0.13008;2.78;261.39;47.61
667;0.4;-0.5826;2.78;261.39;47.61
668;0.05;-0.20322;-0.74;211.21;103.78
668;0.1;-0.85343;-0.74;211.21;103.78
668;0.2;-1.9978;-0.74;211.21;103.78
669;0.3;1.5534;2.7;308.31;109.6
669;0.4;0.99494;2.7;308.31;109.6
669;0.5;0.56049;2.7;308.31;109.6
670;0.4;1.4839;4.99;300.31;95.15
670;0.5;0.93351;4.99;300.31;95.15
670;0.7;0.18315;4.99;300.31;95.15
671;0.2;0.99029;2.07;414.5;68.72
671;0.3;0.09177;2.07;414.5;68.72
671;0.4;-0.55654;2.07;414.5;68.72
671;0.5;-1.2636;2.07;414.5;68.72
672;0.2;1.924;5.05;357.49;49.77
672;0.3;0.94541;5.05;357.49;49.77
672;0.4;0.20733;5.05;357.49;49.77
672;0.5;-0.25671;5.05;357.49;49.77
673;0.1;1.2447;2.85;340.42;118.2
673;0.2;-0.27245;2.85;340.42;118.2
674;0.2;1.4488;3.44;317.42;38.77
674;0.3;0.56271;3.44;317.42;38.77
674;0.4;-0.090807;3.44;317.42;38.77
674;0.5;-0.35039;3.44;317.42;38.77
675;0.2;1.6994;2.34;414.41;92.68
675;0.3;0.90777;2.34;414.41;92.68
675;0.4;0.42008;2.34;414.41;92.68
675;0.5;0.050754;2.34;414.41;92.68
675;0.6;-0.22866;2.34;414.41;92.68
676;0.2;2.1359;3.28;332.48;54.37
676;0.3;1.5271;3.28;332.48;54.37
676;0.4;0.95709;3.28;332.48;54.37
676;0.5;0.5527;3.28;332.48;54.37
676;0.6;0.25778;3.28;332.48;54.37
676;0.7;0.049049;3.28;332.48;54.37
676;0.8;-0.1281;3.28;332.48;54.37
677;0.2;1.6625;3.94;403.97;55.25
677;0.3;0.68153;3.94;403.97;55.25
677;0.4;-0.026548;3.94;403.97;55.25
677;0.5;-0.31936;3.94;403.97;55.25
678;0.1;1.8742;1.04;415.48;66.07
678;0.2;0.93966;1.04;415.48;66.07
678;0.3;0.10838;1.04;415.48;66.07
678;0.4;-0.3904;1.04;415.48;66.07
679;0.4;1.5475;6.29;371.22;51.1
679;0.5;1.0036;6.29;371.22;51.1
679;0.6;0.58873;6.29;371.22;51.1
679;0.7;0.25828;6.29;371.22;51.1
679;0.8;-0.019305;6.29;371.22;51.1
680;0.1;1.4581;-0.15;278.31;75.51
680;0.2;0.46454;-0.15;278.31;75.51
680;0.3;-0.062411;-0.15;278.31;75.51
680;0.4;-0.25762;-0.15;278.31;75.51
681;0.05;0.95535;0.14;138.17;43.6
681;0.1;0.60749;0.14;138.17;43.6
681;0.2;0.15632;0.14;138.17;43.6
681;0.3;-0.099482;0.14;138.17;43.6
682;0.5;1.8583;6.41;325.53;49.33
682;0.6;1.3598;6.41;325.53;49.33
682;0.7;0.9894;6.41;325.53;49.33
682;0.8;0.67719;6.41;325.53;49.33
682;0.9;0.39349;6.41;325.53;49.33
683;0.3;1.6714;3.15;293.32;63.33
683;0.4;1.0208;3.15;293.32;63.33
683;0.5;0.57674;3.15;293.32;63.33
684;0.05;1.2123;1.02;248.32;38.83
684;0.1;0.64515;1.02;248.32;38.83
684;0.2;-0.14547;1.02;248.32;38.83
684;0.3;-0.6353;1.02;248.32;38.83
685;0.3;1.2794;5.76;461.55;35.58
685;0.4;0.37363;5.76;461.55;35.58
686;0.4;1.874;3.1;400.62;66.43
686;0.5;1.0002;3.1;400.62;66.43
686;0.6;0.42159;3.1;400.62;66.43
686;0.7;-0.0011915;3.1;400.62;66.43
687;0.05;0.31148;-0.24;208.26;44.12
687;0.1;-0.13018;-0.24;208.26;44.12
687;0.2;-0.6957;-0.24;208.26;44.12
688;0.1;1.7297;-0.38;261.23;76.07
688;0.2;0.87949;-0.38;261.23;76.07
688;0.3;0.38917;-0.38;261.23;76.07
688;0.4;0.081904;-0.38;261.23;76.07
688;0.5;-0.054918;-0.38;261.23;76.07
689;0.05;-0.44696;-2.07;195.28;20.31
689;0.1;-1.1016;-2.07;195.28;20.31
690;0.05;1.2123;1.68;248.32;57.28
690;0.1;0.64515;1.68;248.32;57.28
690;0.2;-0.14547;1.68;248.32;57.28
690;0.3;-0.6353;1.68;248.32;57.28
691;0.05;1.6722;0.0784;277.23;111.98
691;0.1;1.1373;0.0784;277.23;111.98
691;0.2;0.39641;0.0784;277.23;111.98
692;0.1;1.8266;2.93;339.39;49.81
692;0.2;0.62781;2.93;339.39;49.81
692;0.3;-0.14681;2.93;339.39;49.81
692;0.4;-0.49749;2.93;339.39;49.81
693;0.1;1.9309;1.87;385.42;125.55
693;0.2;0.90227;1.87;385.42;125.55
693;0.3;0.22025;1.87;385.42;125.55
693;0.4;-0.23896;1.87;385.42;125.55
694;0.1;1.764;4.08;281.35;47.86
694;0.2;0.7574;4.08;281.35;47.86
694;0.3;-0.031663;4.08;281.35;47.86
694;0.4;-0.60206;4.08;281.35;47.86
695;0.1;2.0401;3.9;314.49;44.33
695;0.2;1.221;3.9;314.49;44.33
695;0.3;0.40734;3.9;314.49;44.33
695;0.4;-0.21836;3.9;314.49;44.33
695;0.5;-0.76769;3.9;314.49;44.33
696;0.05;0.90123;2.25;180.21;25.78
696;0.1;0.28127;2.25;180.21;25.78
696;0.2;-0.5157;2.25;180.21;25.78
697;0.05;0.20672;1.08;177.21;97.78
697;0.1;-0.14551;1.08;177.21;97.78
697;0.2;-0.78915;1.08;177.21;97.78
698;0.05;1.2609;2.66;219.33;31.92
698;0.1;0.69212;2.66;219.33;31.92
698;0.2;-0.101;2.66;219.33;31.92
698;0.3;-0.61585;2.66;219.33;31.92
699;0.2;1.907;4.59;340.48;48.85
699;0.3;0.8343;4.59;340.48;48.85
699;0.4;0.079765;4.59;340.48;48.85
699;0.5;-0.49884;4.59;340.48;48.85
700;0.3;2.0303;3.38;308.37;40.62
700;0.4;1.397;3.38;308.37;40.62
700;0.5;0.91356;3.38;308.37;40.62
700;0.6;0.53892;3.38;308.37;40.62
700;0.7;0.2317;3.38;308.37;40.62
700;0.8;-0.042101;3.38;308.37;40.62
701;0.05;1.0774;1.57;195.22;29.1
701;0.1;0.54208;1.57;195.22;29.1
701;0.2;-0.2347;1.57;195.22;29.1
701;0.3;-0.70927;1.57;195.22;29.1
702;0.05;0.15787;1.32;235.33;58.36
702;0.1;-0.39563;1.32;235.33;58.36
702;0.2;-0.61083;1.32;235.33;58.36
703;0.05;1.261;2.74;219.32;23.47
703;0.1;0.69212;2.74;219.32;23.47
703;0.2;-0.101;2.74;219.32;23.47
703;0.3;-0.61585;2.74;219.32;23.47
704;0.1;1.3231;2.8;305.72;142.8
704;0.2;0.24551;2.8;305.72;142.8
704;0.3;-0.42597;2.8;305.72;142.8
704;0.4;-0.79239;2.8;305.72;142.8
705;0.2;1.2034;1.99;302.24;127.45
705;0.3;0.50025;1.99;302.24;127.45
705;0.4;0.067946;1.99;302.24;127.45
705;0.5;-0.26383;1.99;302.24;127.45
706;0.05;0.45189;1.87;376.41;93.21
706;0.1;-0.47302;1.87;376.41;93.21
707;0.05;1.3735;2.03;220.31;41.13
707;0.1;0.85325;2.03;220.31;41.13
707;0.2;0.087646;2.03;220.31;41.13
707;0.3;-0.50652;2.03;220.31;41.13
708;0.2;1.3112;4.47;309.45;23.47
708;0.3;0.50749;4.47;309.45;23.47
708;0.4;-0.13714;4.47;309.45;23.47
708;0.5;-0.70252;4.47;309.45;23.47
709;0.1;1.6224;3.07;393.45;52.98
709;0.2;0.45854;3.07;393.45;52.98
709;0.3;-0.2682;3.07;393.45;52.98
710;0.05;1.4239;2.82;324.42;45.59
710;0.1;0.68325;2.82;324.42;45.59
710;0.2;-0.32113;2.82;324.42;45.59
710;0.3;-0.93861;2.82;324.42;45.59
711;0.05;1.6385;1.81;258.28;73.98
711;0.1;1.1408;1.81;258.28;73.98
711;0.2;0.33562;1.81;258.28;73.98
711;0.3;-0.32921;1.81;258.28;73.98
712;0.2;1.5432;2.51;274.27;97.99
712;0.3;0.75639;2.51;274.27;97.99
712;0.4;0.22278;2.51;274.27;97.99
712;0.5;-0.14755;2.51;274.27;97.99
712;0.6;-0.40577;2.51;274.27;97.99
713;0.2;1.6815;-0.69;368.49;35.53
713;0.3;0.78023;-0.69;368.49;35.53
713;0.4;0.086303;-0.69;368.49;35.53
713;0.5;-0.41356;-0.69;368.49;35.53
713;0.6;-0.86213;-0.69;368.49;35.53
714;0.3;1.4397;3.92;311.33;56.79
714;0.4;0.82169;3.92;311.33;56.79
714;0.5;0.39605;3.92;311.33;56.79
714;0.6;0.088233;3.92;311.33;56.79
714;0.7;-0.14115;3.92;311.33;56.79
714;0.8;-0.34549;3.92;311.33;56.79
715;0.05;-0.20273;2.13;246.35;55.04
715;0.1;-0.99184;2.13;246.35;55.04
716;0.05;0.73375;1.68;159.23;3.24
716;0.1;0.29014;1.68;159.23;3.24
716;0.2;-0.34177;1.68;159.23;3.24
716;0.3;-0.68896;1.68;159.23;3.24
716;0.4;-1.2135;1.68;159.23;3.24
717;0.1;1.9856;2.9;259.34;41.49
717;0.2;0.93997;2.9;259.34;41.49
717;0.3;0.13687;2.9;259.34;41.49
717;0.4;-0.52211;2.9;259.34;41.49
718;0.2;1.922;3.24;267.28;61.55
718;0.3;1.2161;3.24;267.28;61.55
718;0.4;0.71462;3.24;267.28;61.55
718;0.5;0.35865;3.24;267.28;61.55
718;0.6;0.080357;3.24;267.28;61.55
718;0.7;-0.15039;3.24;267.28;61.55
718;0.8;-0.33348;3.24;267.28;61.55
719;0.05;1.5599;2.82;324.42;45.59
719;0.1;0.79309;2.82;324.42;45.59
719;0.2;-0.25787;2.82;324.42;45.59
719;0.3;-0.80126;2.82;324.42;45.59
720;0.3;1.3635;3.62;390.56;61.8
720;0.4;0.48815;3.62;390.56;61.8
720;0.5;-0.1195;3.62;390.56;61.8
720;0.6;-0.58476;3.62;390.56;61.8
721;0.2;1.7733;4.65;373.94;35.02
721;0.3;0.83171;4.65;373.94;35.02
721;0.4;0.12638;4.65;373.94;35.02
721;0.5;-0.4411;4.65;373.94;35.02
722;0.05;1.883;2.21;245.32;73.1
722;0.1;1.2579;2.21;245.32;73.1
722;0.2;0.31694;2.21;245.32;73.1
722;0.3;-0.41633;2.21;245.32;73.1
722;0.4;-0.9954;2.21;245.32;73.1
723;0.2;1.7915;2.74;346.46;74.6
723;0.3;0.95996;2.74;346.46;74.6
723;0.4;0.42784;2.74;346.46;74.6
723;0.5;0.086937;2.74;346.46;74.6
723;0.6;-0.16049;2.74;346.46;74.6
723;0.7;-0.33403;2.74;346.46;74.6
723;0.8;-0.55284;2.74;346.46;74.6
724;0.1;1.5615;1.5;370.42;75.79
724;0.2;0.47278;1.5;370.42;75.79
724;0.3;-0.32177;1.5;370.42;75.79
724;0.4;-0.90309;1.5;370.42;75.79
725;0.2;1.8108;2.15;277.2;103.35
725;0.3;1.1332;2.15;277.2;103.35
725;0.4;0.62099;2.15;277.2;103.35
725;0.5;0.24471;2.15;277.2;103.35
726;0.05;1.1999;1.18;308.36;130.41
726;0.1;0.64679;1.18;308.36;130.41
726;0.2;-0.17286;1.18;308.36;130.41
726;0.3;-0.67277;1.18;308.36;130.41
726;0.4;-1.07;1.18;308.36;130.41
727;0.05;0.6783;0.78;341.43;110.11
727;0.1;0.081904;0.78;341.43;110.11
727;0.2;-0.80489;0.78;341.43;110.11
728;0.2;1.4354;4.57;473.58;98.24
728;0.3;0.35937;4.57;473.58;98.24
728;0.4;-0.45792;4.57;473.58;98.24
728;0.5;-0.95542;4.57;473.58;98.24
729;0.6;1.9785;4.8;516.54;144.52
729;0.7;1.5046;4.8;516.54;144.52
729;0.8;1.078;4.8;516.54;144.52
729;0.9;0.70572;4.8;516.54;144.52
730;0.05;0.98254;2.98;234.25;52.08
730;0.1;0.60078;2.98;234.25;52.08
730;0.2;-0.11007;2.98;234.25;52.08
730;0.3;-0.65717;2.98;234.25;52.08
731;0.05;0.45963;0.24;272.36;86.81
731;0.1;-0.072271;0.24;272.36;86.81
731;0.2;-0.92298;0.24;272.36;86.81
732;0.2;2.0154;3.84;449.63;36.02
732;0.3;0.88013;3.84;449.63;36.02
732;0.4;0.074147;3.84;449.63;36.02
732;0.5;-0.53882;3.84;449.63;36.02
733;0.5;2.1762;7.37;417.62;69.56
733;0.6;1.5809;7.37;417.62;69.56
733;0.7;1.1364;7.37;417.62;69.56
733;0.8;0.73941;7.37;417.62;69.56
733;0.9;0.36717;7.37;417.62;69.56
734;0.1;1.6331;3.34;352.49;69.23
734;0.2;0.57273;3.34;352.49;69.23
734;0.3;-0.14884;3.34;352.49;69.23
734;0.4;-0.72393;3.34;352.49;69.23
735;0.05;1.4561;6.26;300.44;37.3
735;0.1;0.83278;6.26;300.44;37.3
735;0.2;-0.081782;6.26;300.44;37.3
735;0.3;-0.58659;6.26;300.44;37.3
735;0.4;-1.2135;6.26;300.44;37.3
736;0.2;1.0533;1.31;427.54;74.27
736;0.3;0.12183;1.31;427.54;74.27
736;0.4;-0.58396;1.31;427.54;74.27
737;0.1;1.9823;2.92;234.2;76.38
737;0.2;1.343;2.92;234.2;76.38
737;0.3;0.81961;2.92;234.2;76.38
737;0.4;0.41337;2.92;234.2;76.38
